X;Y
2,174;0,548
5,874;-0,307
-2,345;4,06
3,919;-2,146
5,809;4,701
4,278;0,095
2,264;5,113
-0,572;6,23
10,294;4,255
0,548;3,655
5,085;6,589
-0,418;4,839
1,67;4,702
6,599;8,151
6,15;3,908
6,859;4,798
4,338;1,334
6,268;4,126
2,68;1,099
6,565;-1,162
2,533;4,312
3,166;1,373
4,037;-3,205
8,671;3,648
6,899;4,004
1,898;0,5
-1,943;4,658
7,275;3,644
5,495;7,236
-1,021;5,886
0,574;2,568
6,799;4,389
5,653;-2,501
3,435;-0,538
4,001;1,767
3,851;-1,315
-0,871;4,816
-0,726;5,602
5,113;-2,082
4,621;1,453
3,284;1,364
4,494;1,021
5,586;-0,22
-0,998;5,286
-2,233;3,092
3,357;-2,251
6,156;4,369
8,74;8,724
6,849;5,621
8,299;8,807
2,002;5,379
1,529;6,42
4,321;0,843
8,59;7,261
1,704;4,791
-0,68;6,419
4,511;0,984
2,342;-1,35
1,946;5,806
7,991;7,935
3,643;-1,019
0,88;4,638
5,347;0,805
2,582;6,164
6,799;6,05
1,027;5,435
9,297;4,288
6,739;4,32
2,665;4,944
2,082;3,292
1,224;-0,642
3,61;1,749
8,504;8,524
2,504;4,384
4,61;1,093
6,145;0,874
8,54;7,12
-0,583;7,406
9,638;8,142
1,142;6,998
4,087;-2,711
6,453;-0,576
10,182;7,377
4,243;1,536
9,912;8,13
6,253;4,354
9,027;3,237
5,482;6,958
7,676;7,568
6,855;8,625
-0,452;6,865
7,29;7,633
7,035;5,762
6,181;-1,039
6,789;-0,424
9,183;4,353
4,538;-0,28
8,603;7,981
8,354;3,162
7,684;6,615
0,53;5,446
5,54;7,558
1,021;4,167
-0,522;4,816
7,501;5,42
3,105;-3,684
1,642;0,274
4,123;0,596
5,942;6,735
6,012;5,902
6,593;-0,968
-0,459;4,469
0,404;6,213
6,757;6,156
8,083;4,276
8,142;8,905
6,066;5,37
6,393;0,116
6,984;7,395
2,424;4,465
5,74;5,852
-0,543;3,888
5,55;-1,393
4,778;-3,558
2,014;4,948
0,1;2,275
-1,633;6,112
6,047;-1,823
3,942;1,693
5,886;5,754
4,429;-0,608
-0,519;6,214
-2,223;5,251
5,762;0,903
9,558;7,285
-0,592;2,954
1,659;-0,797
0,446;5,475
5,018;-2,7
-1,498;7,055
7,915;4,628
-0,272;6,637
3,283;-0,87
9,264;3,431
-0,5;6,595
2,172;-0,004
5,646;5,08
8;6,107
-0,787;7,855
3,442;0,539
4,295;-0,748
10,845;5,147
3,201;-0,691
0,544;5,469
2,55;6,026
4,032;-1,123
8,289;3,627
8,852;3,618
6,572;-2,099
2,793;-2,025
0,078;2,694
7,563;5,417
8,418;5,264
1,86;-1,903
0,813;7,433
2,8;-1,095
3,964;0,871
5,972;0,719
-0,613;5,001
0,588;5,474
-2,166;5,259
-0,093;3,295
7,072;4,615
-0,586;3,704
6,536;-1,087
2,464;5,852
5,079;-1,566
-0,96;3,018
6,352;-0,541
1,877;3,673
1,282;7,416
9,422;6,39
-0,576;5,311
1,785;5,345
6,574;5,093
6,936;8,018
7,79;3,939
-1,166;2,925
2,195;3,317
5,405;6,566
6,316;-0,213
3,114;-1,847
4,852;0,355
1,687;-1,052
-0,744;7,233
0,185;5,12
4,776;-1,044
0,152;4,478
8,913;8,503
-1,734;6,079
4,088;0,75
1,204;-0,34
8,425;4,908
2,118;4,68
-0,245;3,577
4,462;-2,952
6,316;7,453
2,177;1,345
6,504;-1,696
10,461;5,627
1,359;5,2
6,221;6,27
7,427;7,182
-0,158;6,851
2,992;-2,591
-1,511;5,255
8,462;6,934
9,219;4,669
7,129;6,89
6,879;-0,281
2,647;4,201
8,12;6,215
1,557;0,561
5,512;1,017
3,56;-1,239
9,731;4,58
5,548;6,058
-1,688;6,457
-0,587;5,22
2,248;-0,069
4,433;-1,493
9,433;5,606
9,192;7,048
5,44;-3,083
2,071;4,436
1,855;5,513
0,967;3,585
10,252;6,599
0,39;6,939
-0,34;6,193
7,117;5,642
0,316;7,957
6,808;8,659
3,518;0,133
-1,878;2,69
2,214;-2,774
6,609;-2,226
5,486;1,355
0,562;6,567
4,497;1,639
1,736;0,681
4,507;-3,289
2,713;5,586
-1,824;3,486
2,39;-3,435
7,199;5,465
1,886;-1,927
6,926;5,647
-1,144;6,86
4,104;-2,389
0,941;5,445
8,578;6,789
0,184;7,854
-2,492;4,649
2,411;3,539
1,507;6,562
4,438;0,414
-1,538;6,331
1,386;-0,494
6,625;7,256
1,015;4,992
6,329;0,721
2,039;6,12
-0,855;6,93
4,951;-0,988
4,44;0,121
-0,082;2,996
1,829;4,542
0,433;6,501
5,58;4,527
4,532;-0,037
9,715;6,596
4,542;-1,345
-0,554;6,053
2,135;-1,59
10,622;6,889
3,632;1,821
8,05;4,917
6,732;7,148
8,498;6,027
6,77;6,088
5,108;1,002
-0,446;4,787
8,567;8,91
5,725;-0,602
7,763;6,361
2,304;6,69
8,512;7,799
7,422;8,208
10,709;5,169
5,066;1,2
4,105;1,061
7,065;3,346
9,709;4,045
1,266;3,689
-2,073;5,914
1,669;-2,151
8,739;7,764
6,616;-1,52
5,359;-1,383
6,371;-1,919
3,485;1,72
8,019;5,247
3,45;-0,422
0,781;3,534
9,257;6,522
3,634;1,499
7,881;4,19
0,263;6,764
9,339;4,069
6,218;-0,155
1,068;2,252
1,965;0,209
1,629;7,032
7,17;4,319
-2,621;3,978
-2,597;5,775
6,319;0,543
2,647;1,102
7,798;5,583
8,498;7,703
4,633;-0,24
3,039;-0,988
7,49;6,455
5,21;0,743
-0,856;2,274
2,364;-0,2
3,672;-0,027
1,489;6,184
1,605;-1,983
6,696;7,735
5,58;1,048
2,577;-3,353
5,087;-1,915
7,593;5,4
1,082;3,374
4,118;-1,627
9,78;8,15
4,953;-1,982
8,627;5,548
2,05;5,092
9,07;8,616
4,378;0,563
-0,638;6,295
7,78;6,266
5,996;-0,885
-1,695;4,522
6,958;4,859
6,574;4,927
3,059;1,432
-0,415;3,377
3,024;-3,13
9,977;7,202
7,137;5,145
5,347;4,91
1,489;0,364
8,457;7,075
5,685;7,694
-0,686;4,447
6,874;7,889
7,587;8,271
6,346;-0,891
2,355;-0,03
2,066;-1,884
2,375;4,264
6,244;3,792
10,932;5,539
7,328;8,114
7,531;3,521
0,561;6,31
4,551;1,431
3,176;-0,396
6,162;7,227
0,62;4,438
5,296;1,076
7,48;3,341
1,363;3,197
2,129;7,075
4,094;-1,222
7,729;4,277
1,074;5,666
0,471;4,022
8,379;7,468
6,212;0,007
9,925;6,776
-0,295;7,058
3,159;0,131
6,034;6,114
2,646;4,363
2,748;4,119
5,125;1,271
-0,965;5,399
2,952;5,437
5,513;7,226
4,209;0,541
9,561;8,301
-0,161;3,131
7,873;3,606
5,422;6,484
-1,503;6,751
5,937;4,231
5,66;5,991
4,318;-1,191
4,189;1,091
10,153;4,357
4,134;0,539
4,073;1,464
10,144;5,288
2,358;6,291
10,278;4,195
-0,524;5,77
4,372;-1,858
-1,022;6,113
6,007;5,106
-0,082;6,317
5,172;-0,741
4,582;-3,482
8,805;6,047
2,267;0,475
7,145;5,793
1,98;4,899
0,336;7,361
2,855;1,334
2,299;6,816
3,778;-0,556
4,309;-2,139
1,329;4,477
1,512;-1,84
7,713;6,426
4,494;1,434
-0,056;6,588
3,102;-0,648
1,273;-1,834
5,285;6,44
-0,692;7,739
0,132;4,581
5,592;7,344
4,861;-2,56
6,439;-0,993
0,944;6,508
1,069;-0,927
5,016;-3,479
6,456;5,383
10,508;4,922
4,096;-2,286
-0,15;2,758
2,823;-2,382
4,528;1,125
7,222;3,714
5,935;0,612
2,747;-0,443
6,219;-2,954
8,908;7,396
6,365;4,299
-0,545;6,445
1,422;4,799
2,224;3,95
1,966;2,901
6,655;7,434
6,927;3,572
10,606;5,103
8,081;6,916
8,777;6,678
6,718;7,337
8,239;7,939
3,29;-0,239
2,229;0,706
1,027;4,341
8,316;4,033
5,995;0,617
2,138;6,299
5,392;6,738
1,538;5,001
2,139;5,127
9,7;7,95
-1,725;6,138
4,063;0,917
4,689;1,307
5,736;-0,058
5,611;-1,525
6,39;5,428
1,12;6,139
3,921;1,711
8,787;5,238
5,645;6,332
4,139;-0,853
0,111;3,665
2,03;3,231
3,116;-0,554
6,205;6,107
-0,437;4,999
7,093;5,275
4,188;-3,423
1,772;-0,143
3,85;0,779
9,904;3,998
4,545;-3,541
5,953;0,168
0,953;7,218
5,491;6,387
9,377;5,923
5,352;0,713
-1,028;2,314
-1,822;3,845
3,904;1,454
-0,611;5,497
3,112;0,621
5,775;0,807
4,842;-0,522
1,432;6,61
2,348;3,879
3,968;1,595
8,734;5,274
10,181;7,24
2,365;3,809
4,633;0,298
5,616;0,157
7,532;5,326
7,068;7,524
8,164;5,427
-2,753;4,122
7,797;4,484
0,842;7,057
3,997;-0,449
8,052;6,899
2,236;6,061
-1,094;4,439
1,262;-1,661
0,14;5,965
3,658;-1,259
6,378;5,439
0,038;3,863
9,099;8,751
-0,317;4,333
9,177;3,669
6,003;-0,132
-0,959;4,804
1,252;4,125
1,769;6,482
2,018;6,341
3,935;1,908
4,734;-1,99
2,025;4,321
1,818;-0,082
6,835;8,071
-1,416;4,256
3,849;-0,612
8,585;6,297
5,603;-2,852
5,095;5,373
10,376;5,433
9,55;4,726
0,74;5,888
9,8;5,239
0,682;4,03
-0,994;2,98
-2,639;4,935
4,481;0,219
-0,778;3,075
0,085;4,171
5,932;-1,383
8,847;5,38
-1,131;6,892
-2,64;4,745
9,512;5,498
-2,619;4,307
0,236;5,869
4,031;1,69
2,343;1,386
8,424;4,049
4,387;-0,243
8,844;6,694
4,018;1,686
-1,173;3,762
0,764;5,765
2,307;-0,464
9,631;4,534
2,196;3,405
2,563;3,857
1,772;0,232
-0,195;4,437
0,639;7,862
0,261;4,43
0,988;2,769
6,094;-2,49
-1,331;3,782
8,389;7,62
2,108;-0,518
2,195;-1,741
-0,737;4,128
-0,005;5,012
8,764;5,171
10,436;7,206
5,634;0,713
5,965;0,482
8,675;7,052
6,389;5,577
4,905;-3,847
2,062;-0,819
4,774;-0,615
4,066;0,146
9,708;7,8
6,311;-1,484
0,309;4,793
2,507;-1,428
5,99;0,864
0,156;6,803
7,004;3,392
7,58;7,245
1,098;6,006
6,143;5,942
9,951;7,401
0,613;2,896
3,344;-3,292
0,263;4,169
4,353;-0,601
2,991;-0,479
6,598;-0,535
6,991;3,766
5,735;4,108
4,672;0,152
-0,861;5,635
-2,673;4,71
-2,015;4,962
6,99;6,671
-1,022;2,719
3,219;0,837
-0,334;4,93
1,218;5,548
7,68;3,489
7,573;5,29
-0,961;7,041
7,464;5,124
4,565;0,401
4,695;-0,142
1,055;4,513
-0,284;4,557
2,259;-0,503
1,409;-0,913
1,984;-2,092
7,003;8,772
7,292;6,121
1,013;4,833
-1,166;4,159
2,31;1,008
-0,472;5,271
6,51;0,064
1,869;2,915
9,735;5,854
0,226;5,251
2,891;5,035
5,344;-1,749
-0,593;3,595
5,344;1,365
4,747;1,296
5,567;7,066
1,04;2,478
-0,094;2,173
-1,896;6,734
1,159;-0,664
3,846;0,553
10,105;6,843
-2,475;6,588
4,856;-1,033
4,905;-0,276
4,674;-3,198
3,662;1,166
5,789;6,936
-0,216;4,069
6,577;3,423
-1,391;3,704
2,502;4,153
7,529;7,902
3,077;-0,637
-0,973;5,941
6,475;-0,345
7,093;7,93
8,035;7,864
3,933;-2,561
3,484;-0,616
2,052;6,216
0,001;6,753
7,057;6,969
3,341;-1,19
6,377;4,553
8,127;5,913
3,888;-1,716
4,213;-0,45
-1,252;4,952
4,415;-0,408
4,578;1,679
2,109;4,857
-0,538;7,065
-1,832;5,293
5,206;5,995
1,777;4,619
0,987;5,639
3,504;1,355
4,406;1,776
2,958;-1,479
4,291;-2,594
5,836;6,256
8,999;5,848
7,975;5,59
0,659;2,378
0,686;3,462
2,214;-1,288
1,818;4,754
0,939;7,084
4,151;-2,402
7,453;8,551
0,261;6,157
0,594;2,478
7,652;7,271
5,62;-1,803
10,27;6,073
6,606;4,785
3,064;-1,806
6,738;-0,649
7,615;4,487
9,65;5,69
7,022;6,363
0,94;5,094
-0,537;6,477
6,304;3,587
7,415;3,742
-1,955;3,665
1,355;7,6
3,163;0,328
6,119;1,009
6,243;-1,547
5;1,73
0,531;6,157
3,691;1,957
5,843;4,545
7,866;6,457
8,963;5,459
2,147;0,557
0,499;7,153
1,663;-2,282
1,922;6,493
5,491;-0,259
1,934;0,825
5,738;5,106
1,448;4,904
0,905;3,108
9,166;5,334
6,809;3,467
1,946;5,473
7,129;3,482
7,396;7,19
2,476;-2,902
7,058;5,868
6,81;5,728
2,522;1,467
8,559;8,526
1,771;4,098
6,281;5,728
3,966;-0,952
0,737;3,906
3,991;-3,385
1,518;4,439
8,284;7,72
3,299;1,619
4,107;-0,733
-0,494;4,389
0,311;4,205
0,949;7,529
5,109;5,784
1,407;2,67
5,864;5,447
-0,889;7,415
3,529;-2,534
5,388;-0,84
-0,248;4,954
-0,394;4,82
4,386;-1,379
8,379;5,794
3,354;-3,232
8,961;7,701
5,495;6,377
3,85;-0,943
1,759;4,672
5,844;6,714
3,579;-0,152
-1,022;5,921
1,77;3,451
10,109;7,922
8,988;5,631
5,088;-0,571
-1,29;4,472
8,73;5,691
9,76;4,054
2,459;1,293
3,777;0,944
5,548;-2,651
1,308;2,949
5,158;1,38
8,224;3,859
2,426;4,843
3,79;-0,837
5,141;-0,318
-0,978;4,403
9,972;4,873
-0,773;4,035
5,843;1,111
-2,002;2,875
5,252;0,251
4,584;0,161
6,252;-2,054
4,671;-0,595
10,483;7,437
2,781;-3,54
-0,714;4,19
1,32;5,585
7,533;7,481
3,065;1,611
4,567;0,75
0,571;7,493
-1,061;2,944
5,355;1,519
2,762;5,262
4,127;-3,46
2,884;0,671
0,262;3,131
0,714;3,9
-1,72;6,715
7,979;4,911
2,674;4,29
-0,534;3,125
7,937;4,639
7,516;6,374
4,671;0,17
5,928;4,844
3,414;0,58
-0,424;7,621
8,103;6,607
1,386;4,446
1,605;6,963
2,376;4,807
5,727;0,631
2,586;-1,32
7,165;6,1
3,103;-1,969
2,542;4,007
3,016;0,438
5,603;1,176
-0,124;7,194
9,263;3,363
2,464;-1,391
-0,291;2,991
0,432;4,011
3,652;1,217
-0,746;3,691
7,199;5,766
1,808;-0,022
4,401;0,364
2,227;6,936
5,445;5,181
3,59;0,916
1,1;7,327
2,485;4,42
4,63;-1,18
-2,786;5,773
7,545;3,568
3,636;1,879
6,527;5,512
5,119;-2,676
2,338;0,899
5,992;0,072
4,724;-0,433
8,069;4,922
4,556;0,133
-1,379;5,334
8,975;4,202
1,652;5,107
6,035;5,668
6,512;5,686
0,918;3,252
5,442;-1,4
1,501;5,358
6,946;3,27
3,993;-1,522
2,438;0,506
4,869;-0,638
5,493;4,972
8,966;6,976
0,166;5,811
8,183;4,92
5,592;1,439
2,497;-0,06
10,169;4,285
2,365;-1,38
4,007;-0,901
3,324;0,176
7,35;3,847
3,208;-2,69
-0,662;3,129
5,471;-1,347
1,698;3,95
8,982;7,472
8,234;6,208
-0,123;3,543
2,181;0,99
5,19;5,725
1,583;-2,689
0,684;4,244
6,462;5,205
5,897;-1,236
5,002;-0,17
1,875;6,473
2,448;5,443
2,868;4,685
-2,719;5,956
-1,993;5,027
2,56;-0,568
2,192;6,338
7,726;5,529
5,814;1,27
3,079;-2,946
2,309;-1,606
-2,237;6,023
5,992;6,717
-1,208;7,659
4,697;-0,225
6,257;3,679
6,737;-1,228
-0,107;7,399
1,663;2,952
0,645;5,764
8,385;4,606
6,923;6,729
2,303;-2,246
9,199;7,936
6,572;3,391
6,532;5,439
-0,717;2,954
0,482;4,846
3,86;1,901
8,025;6,603
1,057;6,122
6,521;7,656
3,054;-1,67
-1,371;5,727
3,334;-0,541
6,595;5,742
4,032;-2,428
8,305;8,62
6,986;5,185
6,511;4,319
6,758;-1,901
0,539;6,893
5,608;7,275
1,296;4,677
0,737;5,778
8,202;8,654
5,137;5,862
1,639;2,891
1,392;4,239
8,602;4,848
9,089;5,746
6,355;-0,084
2,044;0,216
5,098;0,847
4,472;1,946
9,13;7,814
8,767;5,581
0,673;3,809
9,946;7,777
3,579;1,66
9,151;6,594
3,928;0,695
8,659;4,639
9,44;7,496
9,87;7,068
8,451;3,646
1,535;5,738
9,79;8,212
5,886;0,559
2,264;-3,197
-0,968;7,012
10,271;5,748
-0,105;5,567
2,047;1,09
-1,841;5,003
7,739;4,158
1,601;-2,275
5,491;5,416
4,05;-0,334
0,717;5,366
1,282;4,528
4,458;-1,859
4,05;0,178
8,223;7,222
-1,886;3,287
-2,055;3,127
2,552;0,898
8,381;4,265
2,417;6,459
0,976;2,717
6,12;7,81
-0,573;2,428
9,476;6,948
1,235;7,156
3,487;-2,536
8,845;3,967
2,704;6,258
4,332;-0,843
3,794;0,56
0,912;3,891
1,176;-1,726
3,823;1,625
9,061;6,061
7,019;8,063
2,609;4,546
2,497;5,308
8,072;5,93
-1,23;6,644
2,534;0,423
1,62;0,654
1,148;-1,17
6,129;-1,448
2,26;0,479
8,079;5,479
8,176;5,417
4,079;-2,667
6,208;0,086
5,597;-3,451
10,196;7,993
1,553;6,444
3,838;0,016
7,11;8,521
7,397;4,25
6,46;5,4
5,336;5,707
4,745;-1,748
5,211;-2,36
4,59;-0,216
0,152;5,631
-2,686;5,022
2,01;4,378
2,238;0,286
3,646;1,593
5,624;4,657
2,333;-1,845
7,867;3,375
8,25;7,357
-1,333;6,06
7,342;8,055
3,445;0,412
1,225;5,059
4,97;-0,404
8,417;7,982
0,05;3,479
4,736;1,115
2,631;3,651
0,798;5,711
1,066;2,476
-0,677;6,678
6,141;0,335
1,566;7,334
6,98;6,433
2,459;3,479
5,676;1,165
-0,535;7,856
1,856;0,504
1,588;-0,972
5,132;-1,959
7,917;7,002
1,166;3,751
5,289;5,463
6,775;-2,061
-0,334;6,159
2,851;-0,908
2,177;0,253
-2,017;5,638
5,753;0,7
4,408;-2,964
3,637;0,833
1,248;7,539
2,272;4,262
1,567;6,034
7,765;7,916
2,387;-1,144
-1,031;2,72
1,671;-0,145
1,879;6,684
2,918;4,852
5,435;-1,744
3,924;1,39
-0,231;3,679
0,262;5,964
0,563;4,111
4,08;-0,229
4,38;1,863
-1,22;4,356
9,134;6,506
6,301;0,274
-0,186;4,022
6,67;6,167
6,803;4,901
2,547;5,65
6,886;-0,955
6,02;4,232
3,81;1,272
5,79;0,339
-2,934;4,532
-0,784;2,156
-0,46;2,595
9,721;7,859
3,71;-1,544
8,433;8,314
-2,569;5,792
1,75;6,393
5,04;-0,852
9,567;6,988
10,643;6,202
5,385;-2,589
2,305;4,455
6,701;6,709
6,045;-2,371
5,205;0,378
5,491;0,728
3,708;-1,216
0,011;5,064
2,048;5,067
-1,265;4,891
8,97;6,53
1,024;2,552
2,394;-1,506
7,484;6,62
5,72;-0,939
5,305;5,514
-0,499;5,011
2,032;-0,912
7,984;4,036
-0,721;2,88
5,329;6,132
10,747;7,046
0,19;2,045
2,029;4,179
0,085;4,727
6,262;3,858
5,526;0,339
1,012;4,424
6,63;3,374
8,891;6,592
0,976;2,993
-0,51;4,279
-1,099;5,176
0,45;3,551
6,967;8,146
3,363;1,324
0,822;6,77
3,839;0,292
1,584;4,847
-1,301;3,667
6,947;-1,026
4,997;-2,476
-0,654;7,41
5,898;1,136
-0,616;5,073
1,854;6,748
5,615;6,354
2,914;0,696
5,913;4,584
9,352;4,344
1,966;5,312
5,461;5,716
6,287;5,876
1,907;6,126
9,911;7,506
6,489;-0,085
5,825;7,933
6,71;3,432
5,029;0,011
7,979;3,509
6,6;-1,931
6,166;-0,194
6,148;5,88
1,938;6,091
8,175;6,287
3,425;0,572
5,174;6,115
3,945;1,581
10,087;4,125
8,536;4,382
3,607;1,639
5,235;-0,845
1,906;7,001
5,162;6,193
2,784;4,587
0,416;7,259
10,522;7,604
-2,018;7,127
1,316;7,22
0,116;6,606
6,14;-1,866
3,082;-2,291
1,884;7,08
6,528;4,114
2,173;1,29
1,676;5,194
2,251;5,416
-2,755;6,043
3,439;-1,178
2,462;0,743
5,84;6,099
5,572;5,824
7,259;6,814
1,781;6,515
7,759;7,08
1,884;3,483
2,47;6,099
5,718;0,876
8,903;6,882
1,994;-0,457
0,421;7,342
2,47;4,073
-1,563;7,462
-0,452;4,474
1,173;3,11
2,073;5,276
2,516;-1,072
9,304;5,591
0,999;5,171
1,592;0,338
9,412;8,454
4,491;-0,075
-0,019;6,661
3,151;-2,641
4,37;-2,537
1,559;-1,723
-2,09;5,92
5,09;-3,223
1,462;0,233
5,361;0,37
8,192;4,045
1,761;0,191
5,999;4,123
1,628;2,611
2,192;-1,268
2,116;4,423
-1,586;4,185
-0,169;3,596
8,706;7,853
5,497;-0,575
3,481;-0,804
-0,444;6,778
8,014;8,134
-0,078;3,22
6,97;6,67
4,235;-0,326
1,873;6,335
5,449;6,158
-0,923;5,891
2,396;4,772
0,107;7,157
3,521;1,315
-0,216;2,098
5,615;-2,593
-1,085;6,76
8,7;3,232
2,464;3,51
7,466;4,44
1,377;4,473
4,563;1,716
5,406;7,097
-0,795;3,315
9,262;5,667
-2,243;6,097
9,177;4,44
9,159;8,085
4,729;-1,211
2,999;-0,193
2,116;3,645
5,41;-2,26
4,875;1,287
8,337;5,684
2,593;-1,362
6,398;4,799
1,556;3,127
1,388;-1,358
5,828;4,602
6,217;8,124
4,745;1,124
7,979;7,666
8,252;8,035
1,475;4,43
1,051;4,095
7,155;4,159
4,968;-2,365
8,419;6,898
3,6;0,599
2,477;5,169
4,982;-0,88
6,098;0,618
2,897;0,222
-0,464;4,565
1,648;6,828
-0,563;3,817
5,497;4,61
-2,079;5,993
0,736;5,365
6,649;7,465
1,393;-0,934
-0,24;5,874
-0,222;4,031
-0,504;4,746
1,285;4,754
2,827;0,523
-1,808;5,538
2,303;-0,112
1,496;-1,025
8,856;8,74
4,426;1,809
5,069;5,58
-0,014;4,901
3,994;0,896
7,637;5,031
5,385;5,744
8,013;3,378
1,983;5,692
0,305;5,809
6,551;-2,071
8,418;5,317
2,183;4,252
10,249;7,025
7,563;4,685
1,563;-2,324
0,748;5,246
-1,63;5,878
1,38;6,279
4,223;-2,312
3,418;1,479
-1,022;3,559
2,667;4,502
-1,501;6,882
4,943;-2,57
2,152;-0,679
5,34;6,287
3,409;0,454
1,466;3,734
0,035;6,31
1,04;-1,284
-2,334;5,417
-0,658;6,808
0,97;6,442
6,178;5,379
4,646;1,812
2,105;5,172
4,896;-0,698
6,274;0,188
5,032;6,21
5,073;-3,078
-1,254;7,326
1,21;-0,054
6,047;-1,676
0,068;4,663
-0,78;6,641
7,116;5,646
-2,149;4,5
2,419;6,032
5,212;5,602
2,27;1,005
1,094;4,503
2,124;1,119
-0,041;6,629
0,036;5,76
6,396;6,075
-1,971;4,733
6,564;5,288
8,397;3,627
5,536;-1,424
8,115;3,925
1,387;2,996
0,01;6,337
9,204;3,47
7,623;5,089
0,902;7,414
8,79;8,168
-1,086;7,51
0,633;4,626
10,659;5,331
1,448;5,192
6,727;5,896
-1,87;6,572
-0,19;2,542
0,578;3,586
2,958;1,441
-0,406;2,775
0,878;3,778
4,27;0,715
4,809;1,005
-0,48;5,288
-0,046;7,275
2,993;1,027
0,853;5,242
6,276;3,782
3,719;-0,774
-2,223;6,608
5,348;5,659
0,359;4,488
3,086;-0,806
-1,403;6,481
4,901;-2,302
2,595;5,197
6,725;5,916
7,979;6,345
4,459;-0,591
3,214;-0,1
5,877;0,735
5,658;0,911
10,15;4,51
9,293;7,002
6,218;3,877
9,538;8,09
2,356;5,007
-0,573;4,818
5,574;5,721
3,277;-2,518
1,731;0,938
-0,533;6,525
1,716;0,649
-0,21;7,654
9,133;6,662
10,752;5,043
-1,681;3,864
0,129;5,5
5,258;6,926
9,143;6,849
6,856;8,088
8,653;8,678
7,979;5,84
10,214;7,342
5,29;0,988
2,658;-1,153
5,293;0,462
1,144;5,375
0,732;4,128
5,269;1,449
3,829;-1,99
2,977;1,134
4,958;-3,441
6,301;5,515
3,295;-0,006
1,137;7,015
6,394;-0,053
0,875;5,854
2,2;0,644
9,137;8,382
1,181;-0,94
1,343;-0,099
3,161;0,42
5,321;-0,573
6,067;3,995
-0,52;7,194
2,203;5,885
-0,28;6,373
7,244;4,525
7,795;6,509
-0,903;5,065
2,948;1,483
7,47;3,172
0,339;2,78
7,686;6,057
7,88;4,547
8,42;3,691
4,878;-0,059
6,647;-0,054
2,451;4,61
3,784;-0,951
-0,898;4,336
-0,866;2,85
3,962;0,994
7,979;4,707
0,428;3,101
2,339;5,17
5,543;7,633
6,522;0,023
1,054;6,804
8,771;6,684
2,811;4,344
2,348;6,322
1,073;3,328
0,627;2,151
3,197;-0,191
-1,03;6,103
3,111;-0,356
8,148;3,574
2,149;-0,242
2,123;1,227
-1,29;5,756
3,671;0,268
-0,407;5,354
2,592;4,692
4,699;1,238
-0,025;5,318
8,344;3,853
4,483;-0,707
4,16;-1,994
5,351;5,162
7,427;3,955
1,263;5,044
-0,233;5,104
6,085;0,078
-2,697;4,128
6,4;4,236
8,886;6,649
9,558;5,933
1,382;5,592
0,117;5,879
5,95;4,312
7,72;3,982
5,266;0,094
3,144;-1,911
6,598;4,618
9,092;4,967
-0,774;6,404
8,499;3,587
2,664;-1,709
4,784;1,25
8,259;6,143
6,056;4,527
0,103;7,598
8,074;3,375
-0,775;3,242
5,608;-1,83
6,619;8,156
2,538;3,69
2,213;-1,001
2,371;0,388
5,655;7,597
9,999;5,198
-0,376;6,672
2,47;5,695
2,197;5,012
9,525;4,505
0,842;6,489
7,31;4,962
4,644;0,608
5,541;-2,703
1,057;2,587
8,747;4,013
2,87;-1,619
-0,1;3,385
8,61;6,354
-0,941;3,839
-0,193;4,723
6,223;0,542
5,95;5,557
4,508;-3,822
5,871;7,158
-0,517;6,538
-1,312;6,316
-0,544;2,812
-0,872;2,423
5,333;0,445
2,033;-2,206
8,733;3,842
5,531;-0,057
2,886;4,382
0,198;7,218
4,805;1,755
5,411;1,302
0,282;6,866
5,114;-2,157
8,233;7,102
-0,87;6,593
4,42;0,288
-0,225;5,665
3,412;-1,315
1,343;6,809
7,636;3,053
6,825;5,526
0,251;4,258
-1,72;6,304
9,666;8,12
7,068;4,761
4,357;-3,103
1,187;6,846
1,848;0,515
8,188;6,425
6,718;5,455
1,183;-1,525
8,581;6,301
-0,369;3,821
5,978;4,115
5,933;5,057
-0,59;4,067
3,132;0,002
1,165;7,264
6,366;-0,888
8,757;4,413
1,437;-0,181
-1,87;5,2
8,402;7,212
5,556;6,757
7,553;6,576
-0,623;5,511
5,755;7,913
-1,028;5,797
2,485;-0,411
5,503;7,486
0,841;6,834
4,656;0,816
0,903;7,134
1,101;4,119
-0,644;6,365
6,974;6,842
10,727;5,336
2,8;-2,018
2,245;5,865
-1,306;5,519
-0,329;4,739
-0,964;6,277
-1,154;5,091
0,686;2,434
7,453;5,665
-0,936;4,084
6,641;3,601
2,162;3,871
3,525;1,186
2,426;1,183
0,055;4,944
-0,291;2,488
8,832;3,777
8,76;7,342
9,506;5,76
-0,759;3,02
-0,454;4,83
2,034;-0,014
5,626;6,852
1,888;6,352
6,862;6,147
1,546;6,214
7,749;7,909
-0,151;7,968
0,422;4,678
5,554;0,535
10,528;6,983
1,9;-1,153
8,533;7,624
8,302;4,874
3,372;0,6
3,613;-1,7
3,274;1,607
2,689;-0,235
3,441;-1,484
1,103;7,174
1,081;5,388
1,774;-0,131
1,083;2,818
2,046;-0,883
-1,578;6,042
1,303;-0,286
5,189;5,374
4,412;0,461
0,091;6,201
6,388;-2,067
2,449;6,4
-1,113;2,266
6,126;-1,873
7,37;5,188
1,422;6,431
0,674;4,648
